Timestamp,Solaire (MW),Éolien (MW),Hydroélectrique (MW),Gaz (MW),Cycle à Vapeur (MW)
2025-02-06 18:50:46.852379,107,119,175,412,584
2025-02-06 19:50:46.852379,488,104,476,892,658
2025-02-06 20:50:46.852379,395,323,145,537,422
2025-02-06 21:50:46.852379,278,239,259,372,248
2025-02-06 22:50:46.852379,166,376,562,871,253
2025-02-06 23:50:46.852379,367,46,179,363,363
2025-02-07 00:50:46.852379,328,157,409,664,314
2025-02-07 01:50:46.852379,176,393,185,696,669
2025-02-07 02:50:46.852379,442,280,191,899,433
2025-02-07 03:50:46.852379,445,208,247,594,666
2025-02-07 04:50:46.852379,178,211,260,902,313
2025-02-07 05:50:46.852379,107,181,301,507,213
2025-02-07 06:50:46.852379,171,54,523,967,240
2025-02-07 07:50:46.852379,50,209,515,382,266
2025-02-07 08:50:46.852379,288,227,341,828,416
2025-02-07 09:50:46.852379,339,373,452,993,289
2025-02-07 10:50:46.852379,145,190,101,709,395
2025-02-07 11:50:46.852379,175,206,324,907,544
2025-02-07 12:50:46.852379,167,314,388,745,636
2025-02-07 13:50:46.852379,97,92,332,763,625
2025-02-07 14:50:46.852379,138,179,560,823,666
2025-02-07 15:50:46.852379,286,183,513,963,333
2025-02-07 16:50:46.852379,422,185,516,793,169
2025-02-07 17:50:46.852379,434,399,176,943,673
2025-02-07 18:50:46.852379,321,78,215,426,678
2025-02-07 19:50:46.852379,238,366,253,944,296
2025-02-07 20:50:46.852379,241,113,505,932,453
2025-02-07 21:50:46.852379,496,390,202,635,377
2025-02-07 22:50:46.852379,118,206,293,621,251
2025-02-07 23:50:46.852379,327,177,265,753,566
2025-02-08 00:50:46.852379,398,147,458,220,365
2025-02-08 01:50:46.852379,296,371,189,753,556
2025-02-08 02:50:46.852379,125,92,273,596,548
2025-02-08 03:50:46.852379,203,218,221,824,648
2025-02-08 04:50:46.852379,193,389,597,304,614
2025-02-08 05:50:46.852379,484,78,242,391,231
2025-02-08 06:50:46.852379,135,356,581,216,514
2025-02-08 07:50:46.852379,234,286,205,319,312
2025-02-08 08:50:46.852379,334,253,474,592,197
2025-02-08 09:50:46.852379,269,170,527,624,660
2025-02-08 10:50:46.852379,118,244,404,328,478
2025-02-08 11:50:46.852379,96,240,459,329,265
2025-02-08 12:50:46.852379,143,347,558,771,486
2025-02-08 13:50:46.852379,287,61,416,759,296
2025-02-08 14:50:46.852379,495,187,550,228,472
2025-02-08 15:50:46.852379,253,314,222,296,592
2025-02-08 16:50:46.852379,449,334,489,209,162
2025-02-08 17:50:46.852379,267,315,108,441,643
2025-02-08 18:50:46.852379,481,173,361,431,436
2025-02-08 19:50:46.852379,390,48,172,988,263
2025-02-08 20:50:46.852379,88,47,458,483,629
2025-02-08 21:50:46.852379,149,286,322,914,171
2025-02-08 22:50:46.852379,338,107,515,958,498
2025-02-08 23:50:46.852379,303,204,140,975,469
2025-02-09 00:50:46.852379,271,223,469,925,275
2025-02-09 01:50:46.852379,406,142,303,399,426
2025-02-09 02:50:46.852379,72,143,363,278,353
2025-02-09 03:50:46.852379,299,251,427,372,343
2025-02-09 04:50:46.852379,59,195,277,666,696
2025-02-09 05:50:46.852379,295,348,447,780,435
2025-02-09 06:50:46.852379,374,161,417,615,206
2025-02-09 07:50:46.852379,149,293,183,648,452
2025-02-09 08:50:46.852379,339,84,417,286,312
2025-02-09 09:50:46.852379,229,388,210,300,168
2025-02-09 10:50:46.852379,272,160,350,207,519
2025-02-09 11:50:46.852379,443,317,482,399,413
2025-02-09 12:50:46.852379,299,295,106,704,262
2025-02-09 13:50:46.852379,196,395,558,286,637
2025-02-09 14:50:46.852379,491,191,183,242,476
2025-02-09 15:50:46.852379,145,116,307,584,691
2025-02-09 16:50:46.852379,306,84,487,820,214
2025-02-09 17:50:46.852379,374,317,489,634,441
2025-02-09 18:50:46.852379,53,207,413,607,174
2025-02-09 19:50:46.852379,65,378,121,682,698
2025-02-09 20:50:46.852379,329,37,509,863,150
2025-02-09 21:50:46.852379,385,350,482,216,698
2025-02-09 22:50:46.852379,296,342,102,844,290
2025-02-09 23:50:46.852379,307,276,226,347,337
2025-02-10 00:50:46.852379,433,352,396,476,277
2025-02-10 01:50:46.852379,209,284,287,431,350
2025-02-10 02:50:46.852379,389,357,461,565,276
2025-02-10 03:50:46.852379,201,83,113,427,406
2025-02-10 04:50:46.852379,445,278,558,850,696
2025-02-10 05:50:46.852379,227,268,565,635,343
2025-02-10 06:50:46.852379,212,258,111,598,253
2025-02-10 07:50:46.852379,429,96,186,410,684
2025-02-10 08:50:46.852379,82,80,111,590,414
2025-02-10 09:50:46.852379,466,126,496,698,533
2025-02-10 10:50:46.852379,494,121,124,739,409
2025-02-10 11:50:46.852379,228,293,400,762,563
2025-02-10 12:50:46.852379,476,320,342,690,507
2025-02-10 13:50:46.852379,150,125,221,641,224
2025-02-10 14:50:46.852379,317,117,246,460,504
2025-02-10 15:50:46.852379,372,107,154,972,337
2025-02-10 16:50:46.852379,114,317,337,549,439
2025-02-10 17:50:46.852379,466,149,455,551,194
2025-02-10 18:50:46.852379,217,331,272,719,232
2025-02-10 19:50:46.852379,379,194,491,519,272
2025-02-10 20:50:46.852379,92,211,320,337,507
2025-02-10 21:50:46.852379,93,252,218,749,677
2025-02-10 22:50:46.852379,334,340,408,822,215
2025-02-10 23:50:46.852379,446,36,282,567,524
2025-02-11 00:50:46.852379,61,359,387,419,311
2025-02-11 01:50:46.852379,144,292,406,536,529
2025-02-11 02:50:46.852379,351,190,399,422,507
2025-02-11 03:50:46.852379,435,180,181,847,337
2025-02-11 04:50:46.852379,302,114,553,967,471
2025-02-11 05:50:46.852379,291,176,501,559,599
2025-02-11 06:50:46.852379,84,141,310,528,623
2025-02-11 07:50:46.852379,264,65,249,662,162
2025-02-11 08:50:46.852379,386,314,136,760,333
2025-02-11 09:50:46.852379,139,217,451,581,260
2025-02-11 10:50:46.852379,313,111,411,789,657
2025-02-11 11:50:46.852379,142,31,460,816,439
2025-02-11 12:50:46.852379,459,332,158,368,444
2025-02-11 13:50:46.852379,139,226,230,416,600
2025-02-11 14:50:46.852379,467,40,511,577,364
2025-02-11 15:50:46.852379,164,263,301,318,176
2025-02-11 16:50:46.852379,154,224,342,389,380
2025-02-11 17:50:46.852379,440,148,134,966,470
2025-02-11 18:50:46.852379,245,49,544,569,382
2025-02-11 19:50:46.852379,363,290,192,977,586
2025-02-11 20:50:46.852379,163,322,537,348,682
2025-02-11 21:50:46.852379,124,285,546,875,552
2025-02-11 22:50:46.852379,462,251,306,851,202
2025-02-11 23:50:46.852379,425,255,452,687,462
2025-02-12 00:50:46.852379,469,82,490,969,430
2025-02-12 01:50:46.852379,266,384,431,573,180
2025-02-12 02:50:46.852379,326,371,404,980,486
2025-02-12 03:50:46.852379,298,393,449,892,332
2025-02-12 04:50:46.852379,213,309,312,359,172
2025-02-12 05:50:46.852379,443,110,258,550,693
2025-02-12 06:50:46.852379,406,231,541,487,595
2025-02-12 07:50:46.852379,457,187,544,487,223
2025-02-12 08:50:46.852379,241,149,123,425,159
2025-02-12 09:50:46.852379,276,88,503,722,633
2025-02-12 10:50:46.852379,226,244,392,721,605
2025-02-12 11:50:46.852379,148,157,103,982,309
2025-02-12 12:50:46.852379,85,253,319,472,163
2025-02-12 13:50:46.852379,145,238,463,601,327
2025-02-12 14:50:46.852379,201,399,481,382,561
2025-02-12 15:50:46.852379,200,144,119,864,202
2025-02-12 16:50:46.852379,239,238,543,687,557
2025-02-12 17:50:46.852379,273,43,251,323,171
2025-02-12 18:50:46.852379,86,38,149,825,179
2025-02-12 19:50:46.852379,317,69,276,989,409
2025-02-12 20:50:46.852379,418,266,534,613,354
2025-02-12 21:50:46.852379,232,310,195,924,208
2025-02-12 22:50:46.852379,62,388,204,371,620
2025-02-12 23:50:46.852379,328,230,519,487,615
2025-02-13 00:50:46.852379,266,275,349,634,161
2025-02-13 01:50:46.852379,404,307,216,885,439
2025-02-13 02:50:46.852379,410,264,453,312,503
2025-02-13 03:50:46.852379,335,33,327,321,224
2025-02-13 04:50:46.852379,322,183,165,743,590
2025-02-13 05:50:46.852379,418,58,434,421,390
2025-02-13 06:50:46.852379,111,138,517,830,303
2025-02-13 07:50:46.852379,133,127,519,238,245
2025-02-13 08:50:46.852379,417,244,361,696,443
2025-02-13 09:50:46.852379,266,322,394,979,358
2025-02-13 10:50:46.852379,391,104,525,432,492
2025-02-13 11:50:46.852379,446,355,342,729,237
2025-02-13 12:50:46.852379,236,175,470,348,539
2025-02-13 13:50:46.852379,68,157,285,596,474
2025-02-13 14:50:46.852379,226,370,345,860,306
2025-02-13 15:50:46.852379,149,71,224,837,286
2025-02-13 16:50:46.852379,445,385,367,501,577
2025-02-13 17:50:46.852379,494,70,230,559,601
2025-02-13 18:50:46.852379,282,63,336,437,290
2025-02-13 19:50:46.852379,452,46,117,846,232
2025-02-13 20:50:46.852379,125,194,139,862,326
2025-02-13 21:50:46.852379,314,182,120,435,347
2025-02-13 22:50:46.852379,333,105,498,935,570
2025-02-13 23:50:46.852379,255,116,324,402,550
2025-02-14 00:50:46.852379,272,146,454,455,620
2025-02-14 01:50:46.852379,433,391,381,797,367
2025-02-14 02:50:46.852379,101,371,107,861,324
2025-02-14 03:50:46.852379,388,56,199,434,172
2025-02-14 04:50:46.852379,416,342,339,544,384
2025-02-14 05:50:46.852379,193,316,577,733,162
2025-02-14 06:50:46.852379,422,163,186,996,250
2025-02-14 07:50:46.852379,118,248,397,980,685
2025-02-14 08:50:46.852379,148,197,527,665,672
2025-02-14 09:50:46.852379,445,127,113,969,601
2025-02-14 10:50:46.852379,74,297,433,740,580
2025-02-14 11:50:46.852379,485,266,101,412,682
2025-02-14 12:50:46.852379,428,338,474,662,442
2025-02-14 13:50:46.852379,102,202,392,635,250
2025-02-14 14:50:46.852379,200,219,424,482,651
2025-02-14 15:50:46.852379,193,151,521,761,453
2025-02-14 16:50:46.852379,106,75,592,806,689
2025-02-14 17:50:46.852379,88,93,140,662,504
2025-02-14 18:50:46.852379,158,159,417,606,452
2025-02-14 19:50:46.852379,230,339,415,287,645
2025-02-14 20:50:46.852379,91,392,480,243,376
2025-02-14 21:50:46.852379,235,222,210,660,385
2025-02-14 22:50:46.852379,472,336,113,477,604
2025-02-14 23:50:46.852379,447,210,330,882,162
2025-02-15 00:50:46.852379,272,321,572,620,359
2025-02-15 01:50:46.852379,171,311,183,900,546
2025-02-15 02:50:46.852379,182,58,229,552,249
2025-02-15 03:50:46.852379,212,178,330,895,180
2025-02-15 04:50:46.852379,264,296,425,714,677
2025-02-15 05:50:46.852379,270,325,244,902,478
2025-02-15 06:50:46.852379,284,40,478,829,315
2025-02-15 07:50:46.852379,380,193,444,218,608
2025-02-15 08:50:46.852379,195,142,127,222,249
2025-02-15 09:50:46.852379,288,216,165,612,322
2025-02-15 10:50:46.852379,125,324,262,229,311
2025-02-15 11:50:46.852379,58,261,328,307,412
2025-02-15 12:50:46.852379,123,256,360,566,423
2025-02-15 13:50:46.852379,491,339,548,480,152
2025-02-15 14:50:46.852379,450,127,523,327,177
2025-02-15 15:50:46.852379,302,84,559,428,475
2025-02-15 16:50:46.852379,279,140,539,310,298
2025-02-15 17:50:46.852379,56,181,263,335,689
2025-02-15 18:50:46.852379,223,275,400,561,637
2025-02-15 19:50:46.852379,190,98,506,385,587
2025-02-15 20:50:46.852379,217,341,402,855,214
2025-02-15 21:50:46.852379,219,318,386,783,505
2025-02-15 22:50:46.852379,442,279,494,328,682
2025-02-15 23:50:46.852379,483,65,109,460,401
2025-02-16 00:50:46.852379,332,268,294,714,384
2025-02-16 01:50:46.852379,171,177,217,648,376
2025-02-16 02:50:46.852379,243,256,369,303,674
2025-02-16 03:50:46.852379,54,273,179,682,462
2025-02-16 04:50:46.852379,78,366,557,423,198
2025-02-16 05:50:46.852379,214,394,192,690,267
2025-02-16 06:50:46.852379,471,230,365,672,203
2025-02-16 07:50:46.852379,388,183,431,209,193
2025-02-16 08:50:46.852379,185,102,449,604,202
2025-02-16 09:50:46.852379,414,230,460,501,674
2025-02-16 10:50:46.852379,370,325,356,430,251
2025-02-16 11:50:46.852379,391,46,232,930,547
2025-02-16 12:50:46.852379,194,158,375,265,287
2025-02-16 13:50:46.852379,376,246,363,311,536
2025-02-16 14:50:46.852379,266,90,270,212,260
2025-02-16 15:50:46.852379,350,133,559,592,166
2025-02-16 16:50:46.852379,181,71,100,699,331
2025-02-16 17:50:46.852379,341,54,412,797,685
2025-02-16 18:50:46.852379,119,68,163,433,690
2025-02-16 19:50:46.852379,301,320,473,801,320
2025-02-16 20:50:46.852379,464,160,567,513,558
2025-02-16 21:50:46.852379,324,258,383,765,527
2025-02-16 22:50:46.852379,494,137,220,211,337
2025-02-16 23:50:46.852379,413,201,206,408,379
2025-02-17 00:50:46.852379,231,131,520,213,268
2025-02-17 01:50:46.852379,216,383,274,832,305
2025-02-17 02:50:46.852379,140,41,584,617,614
2025-02-17 03:50:46.852379,251,304,303,636,253
2025-02-17 04:50:46.852379,395,130,264,576,651
2025-02-17 05:50:46.852379,68,73,404,219,324
2025-02-17 06:50:46.852379,88,334,596,786,570
2025-02-17 07:50:46.852379,175,46,219,954,283
2025-02-17 08:50:46.852379,222,359,143,934,540
2025-02-17 09:50:46.852379,190,86,411,269,650
2025-02-17 10:50:46.852379,291,340,255,410,182
2025-02-17 11:50:46.852379,269,332,466,300,204
2025-02-17 12:50:46.852379,175,41,306,897,668
2025-02-17 13:50:46.852379,107,347,489,331,161
2025-02-17 14:50:46.852379,197,109,207,822,677
2025-02-17 15:50:46.852379,366,245,350,580,522
2025-02-17 16:50:46.852379,432,368,544,331,633
2025-02-17 17:50:46.852379,410,293,503,219,377
2025-02-17 18:50:46.852379,472,178,469,735,456
2025-02-17 19:50:46.852379,50,110,433,426,606
